date,year,team,opponent,team_score,opponent_score,margin,result,tournament
2020-11-28,2020,Wales,England,13,24,-11,Loss,Autumn Nations Cup
2020-12-05,2020,Argentina,Australia,16,16,0,Draw,2020 Tri Nations Series
2020-12-05,2020,Australia,Argentina,16,16,0,Draw,2020 Tri Nations Series
2020-12-05,2020,Ireland,Scotland,31,16,15,Win,Autumn Nations Cup
2020-12-05,2020,Italy,Wales,18,38,-20,Loss,Autumn Nations Cup
2020-12-05,2020,Wales,Italy,38,18,20,Win,Autumn Nations Cup
2020-12-06,2020,England,France,22,19,3,Win,Autumn Nations Cup Final
2020-12-06,2020,France,England,19,22,-3,Loss,Autumn Nations Cup Final
2021-02-06,2021,England,Scotland,6,11,-5,Loss,2021 Six Nations Championship
2021-02-06,2021,France,Italy,50,10,40,Win,2021 Six Nations Championship
2021-02-06,2021,Italy,France,10,50,-40,Loss,2021 Six Nations Championship
2021-02-07,2021,Ireland,Wales,16,21,-5,Loss,2021 Six Nations Championship
2021-02-07,2021,Wales,Ireland,21,16,5,Win,2021 Six Nations Championship
2021-02-13,2021,England,Italy,41,18,23,Win,2021 Six Nations Championship
2021-02-13,2021,Italy,England,18,41,-23,Loss,2021 Six Nations Championship
2021-02-13,2021,Wales,Scotland,25,24,1,Win,2021 Six Nations Championship
2021-02-14,2021,France,Ireland,15,13,2,Win,2021 Six Nations Championship
2021-02-14,2021,Ireland,France,13,15,-2,Loss,2021 Six Nations Championship
2021-02-27,2021,England,Wales,24,40,-16,Loss,2021 Six Nations Championship
2021-02-27,2021,Ireland,Italy,48,10,38,Win,2021 Six Nations Championship
2021-02-27,2021,Italy,Ireland,10,48,-38,Loss,2021 Six Nations Championship
2021-02-27,2021,Wales,England,40,24,16,Win,2021 Six Nations Championship
2021-03-13,2021,England,France,23,20,3,Win,2021 Six Nations Championship
2021-03-13,2021,France,England,20,23,-3,Loss,2021 Six Nations Championship
2021-03-13,2021,Italy,Wales,7,48,-41,Loss,2021 Six Nations
2021-03-13,2021,Wales,Italy,48,7,41,Win,2021 Six Nations
2021-03-14,2021,Ireland,Scotland,27,24,3,Win,2021 Six Nations Championship
2021-03-20,2021,England,Ireland,18,32,-14,Loss,2021 Six Nations Championship
2021-03-20,2021,France,Wales,32,30,2,Win,2021 Six Nations Championship
2021-03-20,2021,Ireland,England,32,18,14,Win,2021 Six Nations Championship
2021-03-20,2021,Italy,Scotland,10,52,-42,Loss,2021 Six Nations Championship
2021-03-20,2021,Wales,France,30,32,-2,Loss,2021 Six Nations Championship
2021-03-26,2021,France,Scotland,23,27,-4,Loss,2021 Six Nations Championship
2021-07-07,2021,Australia,France,23,21,2,Win,2021 France tour of Australia
2021-07-07,2021,France,Australia,21,23,-2,Loss,2021 France tour of Australia
2021-07-10,2021,Argentina,Wales,20,20,0,Draw,2021 Argentina tour of Europe
2021-07-10,2021,Wales,Argentina,20,20,0,Draw,2021 Argentina tour of Europe
2021-07-13,2021,Australia,France,26,28,-2,Loss,2021 France tour of Australia
2021-07-13,2021,France,Australia,28,26,2,Win,2021 France tour of Australia
2021-07-17,2021,Argentina,Wales,11,33,-22,Loss,2021 Argentina tour of Europe
2021-07-17,2021,Australia,France,33,30,3,Win,2021 France tour of Australia
2021-07-17,2021,France,Australia,30,33,-3,Loss,2021 France tour of Australia
2021-07-17,2021,Wales,Argentina,33,11,22,Win,2021 Argentina tour of Europe
2021-08-07,2021,Australia,New Zealand,25,33,-8,Loss,2021 Summer International
2021-08-07,2021,New Zealand,Australia,33,25,8,Win,2021 Summer International
2021-08-14,2021,Argentina,South Africa,12,32,-20,Loss,2021 Rugby Championship
2021-08-14,2021,Australia,New Zealand,22,57,-35,Loss,2021 Rugby Championship
2021-08-14,2021,New Zealand,Australia,57,22,35,Win,2021 Rugby Championship
2021-08-14,2021,South Africa,Argentina,32,12,20,Win,2021 Rugby Championship
2021-08-21,2021,Argentina,South Africa,10,29,-19,Loss,2021 Rugby Championship
2021-08-21,2021,South Africa,Argentina,29,10,19,Win,2021 Rugby Championship
2021-09-05,2021,Australia,New Zealand,21,38,-17,Loss,2021 Rugby Championship
2021-09-05,2021,New Zealand,Australia,38,21,17,Win,2021 Rugby Championship
2021-09-11,2021,Argentina,New Zealand,0,39,-39,Loss,2021 Rugby Championship
2021-09-11,2021,Australia,South Africa,28,26,2,Win,2021 Rugby Championship
2021-09-11,2021,New Zealand,Argentina,39,0,39,Win,2021 Rugby Championship
2021-09-11,2021,South Africa,Australia,26,28,-2,Loss,2021 Rugby Championship
2021-09-18,2021,Argentina,New Zealand,13,36,-23,Loss,2021 Rugby Championship
2021-09-18,2021,Australia,South Africa,30,17,13,Win,2021 Rugby Championship
2021-09-18,2021,New Zealand,Argentina,36,13,23,Win,2021 Rugby Championship
2021-09-18,2021,South Africa,Australia,17,30,-13,Loss,2021 Rugby Championship
2021-09-25,2021,Argentina,Australia,8,27,-19,Loss,2021 Rugby Championship
2021-09-25,2021,Australia,Argentina,27,8,19,Win,2021 Rugby Championship
2021-09-25,2021,New Zealand,South Africa,19,17,2,Win,2021 Rugby Championship
2021-09-25,2021,South Africa,New Zealand,17,19,-2,Loss,2021 Rugby Championship
2021-10-02,2021,Argentina,Australia,17,32,-15,Loss,2021 Rugby Championship
2021-10-02,2021,Australia,Argentina,32,17,15,Win,2021 Rugby Championship
2021-10-02,2021,New Zealand,South Africa,29,31,-2,Loss,2021 Rugby Championship
2021-10-02,2021,South Africa,New Zealand,31,29,2,Win,2021 Rugby Championship
2021-10-30,2021,New Zealand,Wales,54,16,38,Win,2021 Autumn International
2021-10-30,2021,Wales,New Zealand,16,54,-38,Loss,2021 Autumn International
2021-11-05,2021,Argentina,France,20,29,-9,Loss,2021 Autumn International
2021-11-05,2021,France,Argentina,29,20,9,Win,2021 Autumn International
2021-11-06,2021,Australia,Scotland,13,15,-2,Loss,2021 Autumn International
2021-11-06,2021,Italy,New Zealand,9,47,-38,Loss,2021 end-of-year rugby union internationals
2021-11-06,2021,New Zealand,Italy,47,9,38,Win,2021 end-of-year rugby union internationals
2021-11-06,2021,South Africa,Wales,23,18,5,Win,2021 Autumn International
2021-11-06,2021,Wales,South Africa,18,23,-5,Loss,2021 Autumn International
2021-11-13,2021,Argentina,Italy,37,16,21,Win,2021 end of year test
2021-11-13,2021,Australia,England,15,32,-17,Loss,2021 Autumn International
2021-11-13,2021,England,Australia,32,15,17,Win,2021 Autumn International
2021-11-13,2021,Ireland,New Zealand,29,20,9,Win,2021 Autumn International
2021-11-13,2021,Italy,Argentina,16,37,-21,Loss,2021 end of year test
2021-11-13,2021,New Zealand,Ireland,20,29,-9,Loss,2021 Autumn International
2021-11-13,2021,South Africa,Scotland,30,15,15,Win,2021 Autumn International
2021-11-20,2021,Australia,Wales,28,29,-1,Loss,2021 Autumn International
2021-11-20,2021,England,South Africa,27,26,1,Win,2021 Autumn International
2021-11-20,2021,France,New Zealand,40,25,15,Win,2021 end-of year test
2021-11-20,2021,New Zealand,France,25,40,-15,Loss,2021 end-of year test
2021-11-20,2021,South Africa,England,26,27,-1,Loss,2021 Autumn International
2021-11-20,2021,Wales,Australia,29,28,1,Win,2021 Autumn International
2021-11-21,2021,Argentina,Ireland,7,53,-46,Loss,2021 Autumn Internationals
2021-11-21,2021,Ireland,Argentina,53,7,46,Win,2021 Autumn Internationals
2022-02-05,2022,England,Scotland,17,20,-3,Loss,2022 Six Nations Championship
2022-02-05,2022,Ireland,Wales,29,7,22,Win,2022 Six Nations Championship
2022-02-05,2022,Wales,Ireland,7,29,-22,Loss,2022 Six Nations Championship
2022-02-07,2022,France,Italy,37,10,27,Win,2022 Six Nations Championship
2022-02-07,2022,Italy,France,10,37,-27,Loss,2022 Six Nations Championship
2022-02-12,2022,France,Ireland,30,24,6,Win,2022 Six Nations Championship
2022-02-12,2022,Ireland,France,24,30,-6,Loss,2022 Six Nations Championship
2022-02-12,2022,Wales,Scotland,20,17,3,Win,2022 Six Nations Championship
2022-02-13,2022,England,Italy,33,0,33,Win,2022 Six Nations Championship
2022-02-13,2022,Italy,England,0,33,-33,Loss,2022 Six Nations Championship
2022-02-26,2022,England,Wales,23,19,4,Win,2022 Six Nations Championship
2022-02-26,2022,France,Scotland,36,17,19,Win,2022 Six Nations Championship
2022-02-26,2022,Wales,England,19,23,-4,Loss,2022 Six Nations Championship
2022-02-28,2022,Ireland,Italy,57,6,51,Win,2022 Six Nations Championship
2022-02-28,2022,Italy,Ireland,6,57,-51,Loss,2022 Six Nations Championship
2022-03-11,2022,France,Wales,13,9,4,Win,2022 Six Nations Championship
2022-03-11,2022,Wales,France,9,13,-4,Loss,2022 Six Nations Championship
2022-03-12,2022,England,Ireland,15,32,-17,Loss,2022 Six Nations Championship
2022-03-12,2022,Ireland,England,32,15,17,Win,2022 Six Nations Championship
2022-03-12,2022,Italy,Scotland,22,33,-11,Loss,2022 Six Nations Championship
2022-03-19,2022,Ireland,Scotland,26,5,21,Win,2022 Six Nations Championship
2022-03-19,2022,Italy,Wales,22,21,1,Win,2022 Six Nations
2022-03-19,2022,Wales,Italy,21,22,-1,Loss,2022 Six Nations
2022-03-20,2022,England,France,13,25,-12,Loss,2022 Six Nations Championship
2022-03-20,2022,France,England,25,13,12,Win,2022 Six Nations Championship
2022-07-02,2022,Argentina,Scotland,26,18,8,Win,2022 Scotland tour of Argentina
2022-07-02,2022,Australia,England,30,28,2,Win,2022 England tour of Australia
2022-07-02,2022,England,Australia,28,30,-2,Loss,2022 England tour of Australia
2022-07-02,2022,Ireland,New Zealand,19,42,-23,Loss,2022 Ireland rugby union tour of New Zealand
2022-07-02,2022,New Zealand,Ireland,42,19,23,Win,2022 Ireland rugby union tour of New Zealand
2022-07-02,2022,South Africa,Wales,32,29,3,Win,2022 Wales tour of South Africa
2022-07-02,2022,Wales,South Africa,29,32,-3,Loss,2022 Wales tour of South Africa
2022-07-09,2022,Argentina,Scotland,6,29,-23,Loss,2022 Scotland tour of Argentina
2022-07-09,2022,Australia,England,17,25,-8,Loss,2022 England tour of Australia
2022-07-09,2022,England,Australia,25,17,8,Win,2022 England tour of Australia
2022-07-09,2022,Ireland,New Zealand,23,12,11,Win,2022 Ireland rugby union tour of New Zealand
2022-07-09,2022,New Zealand,Ireland,12,23,-11,Loss,2022 Ireland rugby union tour of New Zealand
2022-07-09,2022,South Africa,Wales,12,13,-1,Loss,2022 Wales tour of South Africa
2022-07-09,2022,Wales,South Africa,13,12,1,Win,2022 Wales tour of South Africa
2022-07-16,2022,Argentina,Scotland,34,31,3,Win,2022 Scotland tour of Argentina
2022-07-16,2022,Australia,England,17,21,-4,Loss,2022 England tour of Australia
2022-07-16,2022,England,Australia,21,17,4,Win,2022 England tour of Australia
2022-07-16,2022,Ireland,New Zealand,32,22,10,Win,2022 Ireland rugby union tour of New Zealand
2022-07-16,2022,New Zealand,Ireland,22,32,-10,Loss,2022 Ireland rugby union tour of New Zealand
2022-07-16,2022,South Africa,Wales,30,14,16,Win,2022 Wales tour of South Africa
2022-07-16,2022,Wales,South Africa,14,30,-16,Loss,2022 Wales tour of South Africa
2022-08-06,2022,Argentina,Australia,26,41,-15,Loss,2022 Rugby Championship
2022-08-06,2022,Australia,Argentina,41,26,15,Win,2022 Rugby Championship
2022-08-06,2022,New Zealand,South Africa,10,26,-16,Loss,2022 Rugby Championship
2022-08-06,2022,South Africa,New Zealand,26,10,16,Win,2022 Rugby Championship
2022-08-13,2022,Argentina,Australia,48,17,31,Win,2022 Rugby Championship
2022-08-13,2022,Australia,Argentina,17,48,-31,Loss,2022 Rugby Championship
2022-08-13,2022,New Zealand,South Africa,35,23,12,Win,2022 Rugby Championship
2022-08-13,2022,South Africa,New Zealand,23,35,-12,Loss,2022 Rugby Championship
2022-08-27,2022,Argentina,New Zealand,25,18,7,Win,2022 Rugby Championship
2022-08-27,2022,Australia,South Africa,25,17,8,Win,2022 Rugby Championship
2022-08-27,2022,New Zealand,Argentina,18,25,-7,Loss,2022 Rugby Championship
2022-08-27,2022,South Africa,Australia,17,25,-8,Loss,2022 Rugby Championship
2022-09-03,2022,Argentina,New Zealand,3,53,-50,Loss,2022 Rugby Championship
2022-09-03,2022,Australia,South Africa,8,24,-16,Loss,2022 Rugby Championship
2022-09-03,2022,New Zealand,Argentina,53,3,50,Win,2022 Rugby Championship
2022-09-03,2022,South Africa,Australia,24,8,16,Win,2022 Rugby Championship
2022-09-15,2022,Australia,New Zealand,37,39,-2,Loss,2022 Rugby Championship
2022-09-15,2022,New Zealand,Australia,39,37,2,Win,2022 Rugby Championship
2022-09-17,2022,Argentina,South Africa,20,36,-16,Loss,2022 Rugby Championship
2022-09-17,2022,South Africa,Argentina,36,20,16,Win,2022 Rugby Championship
2022-09-24,2022,Argentina,South Africa,21,38,-17,Loss,2022 Rugby Championship
2022-09-24,2022,Australia,New Zealand,14,40,-26,Loss,2022 Rugby Championship
2022-09-24,2022,New Zealand,Australia,40,14,26,Win,2022 Rugby Championship
2022-09-24,2022,South Africa,Argentina,38,21,17,Win,2022 Rugby Championship
2022-10-29,2022,Australia,Scotland,16,15,1,Win,2022 Autumn International
2022-11-05,2022,Australia,France,29,30,-1,Loss,2022 Autumn International
2022-11-05,2022,France,Australia,30,29,1,Win,2022 Autumn International
2022-11-05,2022,Ireland,South Africa,19,16,3,Win,2022 end-of-year test
2022-11-05,2022,New Zealand,Wales,55,23,32,Win,2022 Autumn International
2022-11-05,2022,South Africa,Ireland,16,19,-3,Loss,2022 end-of-year test
2022-11-05,2022,Wales,New Zealand,23,55,-32,Loss,2022 Autumn International
2022-11-06,2022,Argentina,England,30,29,1,Win,2022 Autumn International
2022-11-06,2022,England,Argentina,29,30,-1,Loss,2022 Autumn International
2022-11-12,2022,Argentina,Wales,13,20,-7,Loss,2022 Autumn International
2022-11-12,2022,Australia,Italy,27,28,-1,Loss,2022 Autumn International
2022-11-12,2022,France,South Africa,30,26,4,Win,2022 end-of-year test
2022-11-12,2022,Italy,Australia,28,27,1,Win,2022 Autumn International
2022-11-12,2022,South Africa,France,26,30,-4,Loss,2022 end-of-year test
2022-11-12,2022,Wales,Argentina,20,13,7,Win,2022 Autumn International
2022-11-13,2022,New Zealand,Scotland,31,23,8,Win,2022 Autumn International
2022-11-19,2022,Australia,Ireland,10,13,-3,Loss,2022 Autumn International
2022-11-19,2022,England,New Zealand,25,25,0,Draw,2022 Autumn International
2022-11-19,2022,Ireland,Australia,13,10,3,Win,2022 Autumn International
2022-11-19,2022,Italy,South Africa,21,63,-42,Loss,2022 end-of-year test
2022-11-19,2022,New Zealand,England,25,25,0,Draw,2022 Autumn International
2022-11-19,2022,South Africa,Italy,63,21,42,Win,2022 end-of-year test
2022-11-26,2022,Australia,Wales,39,34,5,Win,2022 Autumn International
2022-11-26,2022,England,South Africa,13,27,-14,Loss,2022 Autumn International
2022-11-26,2022,South Africa,England,27,13,14,Win,2022 Autumn International
2022-11-26,2022,Wales,Australia,34,39,-5,Loss,2022 Autumn International
2023-02-04,2023,England,Scotland,23,29,-6,Loss,2023 Six Nations Championship
2023-02-04,2023,Ireland,Wales,34,10,24,Win,2023 Six Nations Championship
2023-02-04,2023,Wales,Ireland,10,34,-24,Loss,2023 Six Nations Championship
2023-02-05,2023,France,Italy,29,24,5,Win,2023 Six Nations Championship
2023-02-05,2023,Italy,France,24,29,-5,Loss,2023 Six Nations Championship
2023-02-11,2023,France,Ireland,19,32,-13,Loss,2023 Six Nations Championship
2023-02-11,2023,Ireland,France,32,19,13,Win,2023 Six Nations Championship
2023-02-11,2023,Wales,Scotland,7,35,-28,Loss,2023 Six Nations Championship
2023-02-12,2023,England,Italy,31,14,17,Win,2023 Six Nations Championship
2023-02-12,2023,Italy,England,14,31,-17,Loss,2023 Six Nations Championship
2023-02-25,2023,England,Wales,20,10,10,Win,2023 Six Nations Championship
2023-02-25,2023,Ireland,Italy,34,20,14,Win,2023 Six Nations Championship
2023-02-25,2023,Italy,Ireland,20,34,-14,Loss,2023 Six Nations Championship
2023-02-25,2023,Wales,England,10,20,-10,Loss,2023 Six Nations Championship
2023-02-26,2023,France,Scotland,32,21,11,Win,2023 Six Nations Championship
2023-03-11,2023,England,France,10,53,-43,Loss,2023 Six Nations Championship
2023-03-11,2023,France,England,53,10,43,Win,2023 Six Nations Championship
2023-03-11,2023,Italy,Wales,17,29,-12,Loss,2023 Six Nations Championship
2023-03-11,2023,Wales,Italy,29,17,12,Win,2023 Six Nations Championship
2023-03-12,2023,Ireland,Scotland,22,7,15,Win,2023 Six Nations Championship
2023-03-18,2023,England,Ireland,16,29,-13,Loss,2023 Six Nations Championship
2023-03-18,2023,France,Wales,41,28,13,Win,2023 Six Nations Championship
2023-03-18,2023,Ireland,England,29,16,13,Win,2023 Six Nations Championship
2023-03-18,2023,Italy,Scotland,14,26,-12,Loss,2023 Six Nations Championship
2023-03-18,2023,Wales,France,28,41,-13,Loss,2023 Six Nations Championship
2023-07-08,2023,Argentina,New Zealand,12,41,-29,Loss,2023 Rugby Championship
2023-07-08,2023,Australia,South Africa,12,43,-31,Loss,2023 Rugby Championship
2023-07-08,2023,New Zealand,Argentina,41,12,29,Win,2023 Rugby Championship
2023-07-08,2023,South Africa,Australia,43,12,31,Win,2023 Rugby Championship
2023-07-15,2023,Argentina,Australia,34,31,3,Win,2023 Rugby Championship
2023-07-15,2023,Australia,Argentina,31,34,-3,Loss,2023 Rugby Championship
2023-07-15,2023,New Zealand,South Africa,35,20,15,Win,2023 Rugby Championship
2023-07-15,2023,South Africa,New Zealand,20,35,-15,Loss,2023 Rugby Championship
2023-07-29,2023,Argentina,South Africa,21,22,-1,Loss,2023 Rugby Championship
2023-07-29,2023,Australia,New Zealand,7,38,-31,Loss,2023 Rugby Championship
2023-07-29,2023,New Zealand,Australia,38,7,31,Win,2023 Rugby Championship
2023-07-29,2023,South Africa,Argentina,22,21,1,Win,2023 Rugby Championship
2023-08-05,2023,Argentina,South Africa,13,24,-11,Loss,2023 Rugby World Cup warm-up match
2023-08-05,2023,Australia,New Zealand,20,23,-3,Loss,2023 Rugby World Cup warm-up match
2023-08-05,2023,England,Wales,9,20,-11,Loss,2023 Summer Nations Series
2023-08-05,2023,France,Scotland,21,25,-4,Loss,2023 Rugby World Cup warm-up match
2023-08-05,2023,Ireland,Italy,33,17,16,Win,2023 Rugby World Cup warm-up match
2023-08-05,2023,Italy,Ireland,17,33,-16,Loss,2023 Rugby World Cup warm-up match
2023-08-05,2023,New Zealand,Australia,23,20,3,Win,2023 Rugby World Cup warm-up match
2023-08-05,2023,South Africa,Argentina,24,13,11,Win,2023 Rugby World Cup warm-up match
2023-08-05,2023,Wales,England,20,9,11,Win,2023 Summer Nations Series
2023-08-12,2023,England,Wales,19,17,2,Win,2023 Summer Nations Series
2023-08-12,2023,France,Scotland,30,27,3,Win,2023 Rugby World Cup warm-up match
2023-08-12,2023,Wales,England,17,19,-2,Loss,2023 Summer Nations Series
2023-08-19,2023,England,Ireland,10,29,-19,Loss,2023 Rugby World Cup warm-up match
2023-08-19,2023,Ireland,England,29,10,19,Win,2023 Rugby World Cup warm-up match
2023-08-19,2023,South Africa,Wales,52,16,36,Win,2023 Rugby World Cup warm-up match
2023-08-19,2023,Wales,South Africa,16,52,-36,Loss,2023 Rugby World Cup warm-up match
2023-08-25,2023,New Zealand,South Africa,7,35,-28,Loss,2023 Rugby World Cup warm-up match
2023-08-25,2023,South Africa,New Zealand,35,7,28,Win,2023 Rugby World Cup warm-up match
2023-08-27,2023,Australia,France,17,41,-24,Loss,2023 Rugby World Cup warm-up match
2023-08-27,2023,France,Australia,41,17,24,Win,2023 Rugby World Cup warm-up match
2023-09-08,2023,France,New Zealand,27,13,14,Win,2023 Rugby World Cup
2023-09-08,2023,New Zealand,France,13,27,-14,Loss,2023 Rugby World Cup
2023-09-09,2023,Argentina,England,10,27,-17,Loss,2023 Rugby World Cup
2023-09-09,2023,England,Argentina,27,10,17,Win,2023 Rugby World Cup
2023-09-10,2023,South Africa,Scotland,18,3,15,Win,2023 Rugby World Cup
