date,year,team,opponent,team_score,opponent_score,margin,result,tournament,elo_pre,elo_post,elo_delta
1997-11-08,1997,Argentina,Australia,18,16,2,Win,1997 Australia tour of Argentina and Great Britain,1347.7836801635203,1373.3652409841188,25.581560820598497
1997-11-08,1997,Australia,Argentina,16,18,-2,Loss,1997 Australia tour of Argentina and Great Britain,1652.846943182694,1627.8494933249185,-24.997449857775564
1997-11-08,1997,Italy,South Africa,31,62,-31,Loss,1997 South Africa rugby union tour of Europe,1354.404853868489,1349.0583663537732,-5.346487514715818
1997-11-08,1997,South Africa,Italy,62,31,31,Win,1997 South Africa rugby union tour of Europe,1619.928952558057,1625.1415536483119,5.212601090254793
1997-11-15,1997,New Zealand,Ireland,63,15,48,Win,1997 New Zealand rugby union tour of Britain and Ireland,1795.436239700361,1797.165240632174,1.729000931812834
1997-11-15,1997,South Africa,France,36,32,4,Win,1997 South Africa rugby union tour of Europe,1625.1415536483119,1637.7926296812107,12.6510760328988
1997-11-15,1997,Ireland,New Zealand,15,63,-48,Loss,1997 New Zealand rugby union tour of Britain and Ireland,1310.0178681185394,1308.3050128001714,-1.7128553183679287
1997-11-15,1997,France,South Africa,32,36,-4,Loss,1997 South Africa rugby union tour of Europe,1570.2835225079264,1558.1619901546228,-12.121532353303564
1997-11-15,1997,England,Australia,15,15,0,Draw,1997 Autumn International,1596.4684568143923,1597.8196128022798,1.3511559878875232
1997-11-15,1997,Australia,England,15,15,0,Draw,1997 Autumn International,1627.8494933249185,1626.5562180985878,-1.2932752263307066
1997-11-22,1997,Australia,Scotland,37,8,29,Win,1997 Australia tour of Argentina and Great Britain,1626.5562180985878,1633.5123901004622,6.956172001874393
1997-11-22,1997,England,New Zealand,8,25,-17,Loss,1997 New Zealand rugby union tour of Britain and Ireland,1597.8196128022798,1590.5913732527163,-7.228239549563568
1997-11-22,1997,France,South Africa,10,52,-42,Loss,1997 South Africa rugby union tour of Europe,1558.1619901546228,1546.5409610116963,-11.621029142926545
1997-11-22,1997,New Zealand,England,25,8,17,Win,1997 New Zealand rugby union tour of Britain and Ireland,1797.165240632174,1804.1676521525837,7.002411520409851
1997-11-22,1997,Scotland,Australia,8,37,-29,Loss,1997 Australia tour of Argentina and Great Britain,1418.4824929427903,1411.7379787433854,-6.744514199404875
1997-11-22,1997,South Africa,France,52,10,42,Win,1997 South Africa rugby union tour of Europe,1637.7926296812107,1648.9411345615688,11.148504880358132
1997-11-29,1997,South Africa,England,29,11,18,Win,1997 South Africa rugby union tour of Europe,1648.9411345615688,1661.4453931763933,12.504258614824494
1997-11-29,1997,Wales,New Zealand,7,42,-35,Loss,1997 New Zealand tour of Great Britain and Ireland,1337.0926260240915,1335.1833226330425,-1.9093033910489794
1997-11-29,1997,England,South Africa,11,29,-18,Loss,1997 South Africa rugby union tour of Europe,1590.5913732527163,1578.6086736889827,-11.982699563733604
1997-11-29,1997,New Zealand,Wales,42,7,35,Win,1997 New Zealand tour of Great Britain and Ireland,1804.1676521525837,1806.0574002372452,1.8897480846615053
1997-12-06,1997,Scotland,South Africa,10,68,-58,Loss,1997 South Africa rugby union tour of Europe,1411.7379787433854,1405.9796760758502,-5.75830266753519
1997-12-06,1997,South Africa,Scotland,68,10,58,Win,1997 South Africa rugby union tour of Europe,1661.4453931763933,1667.0510324669206,5.605639290527279
1997-12-06,1997,England,New Zealand,26,26,0,Draw,1997 New Zealand rugby union tour of Britain and Ireland,1578.6086736889827,1587.2305541904198,8.62188050143709
1997-12-06,1997,New Zealand,England,26,26,0,Draw,1997 New Zealand rugby union tour of Britain and Ireland,1806.0574002372452,1797.6883287039852,-8.369071533260012
1997-12-20,1997,Ireland,Italy,22,37,-15,Loss,,1308.3050128001714,1295.0564513465947,-13.248561453576713
1997-12-20,1997,Italy,Ireland,37,22,15,Win,,1349.0583663537732,1361.7455113670683,12.687145013295094
1998-01-24,1998,Italy,Scotland,25,21,4,Win,,1361.7455113670683,1378.645001643342,16.89949027627381
1998-01-24,1998,Scotland,Italy,21,25,-4,Loss,,1405.9796760758502,1389.8019722452434,-16.177703830606788
1998-02-07,1998,England,France,17,24,-7,Loss,1998 Five Nations Championship,1587.2305541904198,1570.4818309291109,-16.748723261308896
1998-02-07,1998,France,England,24,17,7,Win,1998 Five Nations Championship,1546.5409610116963,1562.572938615641,16.031977603944824
1998-02-07,1998,Ireland,Scotland,16,17,-1,Loss,1998 Five Nations Championship,1295.0564513465947,1284.0484757613947,-11.007975585200029
1998-02-07,1998,Italy,Wales,20,23,-3,Loss,,1378.645001643342,1361.7783366341694,-16.86666500917272
1998-02-07,1998,Scotland,Ireland,17,16,1,Win,1998 Five Nations Championship,1389.8019722452434,1400.372194066254,10.570221821010591
1998-02-07,1998,Wales,Italy,23,20,3,Win,,1335.1833226330425,1351.3292843497672,16.14596171672474
1998-02-21,1998,Wales,England,26,60,-34,Loss,1998 Five Nations Championship,1351.3292843497672,1344.7080351282634,-6.621249221503831
1998-02-21,1998,Scotland,France,16,51,-35,Loss,1998 Five Nations Championship,1400.372194066254,1391.9069694679351,-8.465224598318855
1998-02-21,1998,France,Scotland,51,16,35,Win,1998 Five Nations Championship,1562.572938615641,1570.7452215344026,8.172282918761539
1998-02-21,1998,England,Wales,60,26,34,Win,1998 Five Nations Championship,1570.4818309291109,1576.9085061182875,6.426675189176649
1998-03-07,1998,France,Ireland,18,16,2,Win,1998 Five Nations Championship,1570.7452215344026,1575.5770340651525,4.831812530749858
1998-03-07,1998,Ireland,France,16,18,-2,Loss,1998 Five Nations Championship,1284.0484757613947,1279.3283505186978,-4.720125242696895
1998-03-07,1998,Scotland,Wales,13,19,-6,Loss,1998 Five Nations Championship,1391.9069694679351,1374.881671375678,-17.025298092257117
1998-03-07,1998,Wales,Scotland,19,13,6,Win,1998 Five Nations Championship,1344.7080351282634,1361.0074704318638,16.299435303600376
1998-03-21,1998,Ireland,Wales,21,30,-9,Loss,1998 Five Nations Championship,1279.3283505186978,1267.791161241905,-11.537189276792787
1998-03-21,1998,Wales,Ireland,30,21,9,Win,1998 Five Nations Championship,1361.0074704318638,1372.0768627889936,11.0693923571298
1998-03-22,1998,Scotland,England,20,34,-14,Loss,1998 Five Nations Championship,1374.881671375678,1367.7377754617253,-7.143895913952747
1998-03-22,1998,England,Scotland,34,20,14,Win,1998 Five Nations Championship,1576.9085061182875,1583.8309934714666,6.922487353179122
1998-04-04,1998,Ireland,England,17,35,-18,Loss,1998 Five Nations Championship,1267.791161241905,1263.6055219958885,-4.185639246016535
1998-04-04,1998,England,Ireland,35,17,18,Win,1998 Five Nations Championship,1583.8309934714666,1587.930604132379,4.099610660912276
1998-04-05,1998,France,Wales,51,0,51,Win,1998 Five Nations Championship,1575.5770340651525,1582.674871707233,7.097837642080549
1998-04-05,1998,Wales,France,0,51,-51,Loss,1998 Five Nations Championship,1372.0768627889936,1365.1980302503844,-6.878832538609231
1998-06-06,1998,Australia,England,76,0,76,Win,"1998 England tour of Australia, New Zealand and South Africa",1633.5123901004622,1646.5556797185884,13.04328961812621
1998-06-06,1998,England,Australia,0,76,-76,Loss,"1998 England tour of Australia, New Zealand and South Africa",1587.930604132379,1575.4379012140726,-12.49270291830635
1998-06-13,1998,Argentina,France,18,35,-17,Loss,1998 France tour of Argentina and Fiji,1373.3652409841188,1366.4470105417868,-6.91823044233206
1998-06-13,1998,Australia,Scotland,45,3,42,Win,1998 Scotland tour of Australia and Fiji,1646.5556797185884,1651.5741780121284,5.018498293540006
1998-06-13,1998,France,Argentina,35,18,17,Win,1998 France tour of Argentina and Fiji,1582.674871707233,1589.3834002677468,6.7085285605137415
1998-06-13,1998,Ireland,South Africa,13,37,-24,Loss,1998 Ireland rugby union tour of South Africa,1263.6055219958885,1260.9270269817466,-2.678495014141845
1998-06-13,1998,Scotland,Australia,3,45,-42,Loss,1998 Scotland tour of Australia and Fiji,1367.7377754617253,1362.8388455134411,-4.898929948284149
1998-06-13,1998,South Africa,Ireland,37,13,24,Win,1998 Ireland rugby union tour of South Africa,1667.0510324669206,1669.6921533925079,2.641120925587302
1998-06-20,1998,South Africa,Ireland,33,0,33,Win,1998 Ireland rugby union tour of South Africa,1669.6921533925079,1672.2968837046512,2.6047303121433742
1998-06-20,1998,Scotland,Australia,11,33,-22,Loss,1998 Scotland tour of Australia and Fiji,1362.8388455134411,1358.0544131640058,-4.784432349435292
1998-06-20,1998,New Zealand,England,64,22,42,Win,1998 England rugby union tour of Australasia and South Africa,1797.6883287039852,1804.2180209825708,6.529692278585571
1998-06-20,1998,Ireland,South Africa,0,33,-33,Loss,1998 Ireland rugby union tour of South Africa,1260.9270269817466,1258.357740874349,-2.569286107397602
1998-06-20,1998,Australia,Scotland,33,11,22,Win,1998 Scotland tour of Australia and Fiji,1651.5741780121284,1656.248891109475,4.674713097346512
1998-06-20,1998,England,New Zealand,22,64,-42,Loss,1998 England rugby union tour of Australasia and South Africa,1575.4379012140726,1569.0981869341392,-6.339714279933332
1998-06-20,1998,Argentina,France,12,37,-25,Loss,1998 France tour of Argentina and Fiji,1366.4470105417868,1359.937467642031,-6.509542899755843
1998-06-20,1998,France,Argentina,37,12,25,Win,1998 France tour of Argentina and Fiji,1589.3834002677468,1595.703972186158,6.320571918411133
1998-06-27,1998,England,New Zealand,10,40,-30,Loss,1998 England rugby union tour of Australasia and South Africa,1569.0981869341392,1562.9390215035353,-6.1591654306039345
1998-06-27,1998,New Zealand,England,40,10,30,Win,1998 England rugby union tour of Australasia and South Africa,1804.2180209825708,1810.205458664688,5.987437682117161
1998-06-27,1998,South Africa,Wales,96,13,83,Win,1998 Wales tour of Zimbabwe and South Africa,1672.2968837046512,1676.6713561164765,4.374472411825309
1998-06-27,1998,Wales,South Africa,13,96,-83,Loss,1998 Wales tour of Zimbabwe and South Africa,1365.1980302503844,1360.9168144487,-4.281215801684311
1998-07-04,1998,England,South Africa,0,18,-18,Loss,1998 England rugby union tour of Australasia and South Africa,1562.9390215035353,1552.6810585543442,-10.257962949191096
1998-07-04,1998,South Africa,England,18,0,18,Win,1998 England rugby union tour of Australasia and South Africa,1676.6713561164765,1686.5345084506878,9.863152334211236
1998-07-11,1998,New Zealand,Australia,16,24,-8,Loss,1998 Tri Nations Series,1810.205458664688,1788.9620172045334,-21.2434414601546
1998-07-11,1998,Australia,New Zealand,24,16,8,Win,1998 Tri Nations Series,1656.248891109475,1676.7152654070733,20.46637429759835
1998-07-18,1998,Australia,South Africa,13,14,-1,Loss,1998 Tri Nations Series,1676.7152654070733,1662.1390833722576,-14.576182034815702
1998-07-18,1998,South Africa,Australia,14,13,1,Win,1998 Tri Nations Series,1686.5345084506878,1700.483000780379,13.948492329691135
1998-07-25,1998,New Zealand,South Africa,3,13,-10,Loss,1998 Tri Nations Series,1788.9620172045334,1770.2225622790675,-18.739454925465907
1998-07-25,1998,South Africa,New Zealand,13,3,10,Win,1998 Tri Nations Series,1700.483000780379,1718.4541033919338,17.971102611554898
1998-08-01,1998,Australia,New Zealand,27,23,4,Win,1998 Tri Nations Series,1662.1390833722576,1681.6604990602887,19.521415688031084
1998-08-01,1998,New Zealand,Australia,23,27,-4,Loss,1998 Tri Nations Series,1770.2225622790675,1751.479744965824,-18.74281731324345
1998-08-15,1998,New Zealand,South Africa,23,24,-1,Loss,1998 Tri Nations Series,1751.479744965824,1735.0581923237585,-16.421552642065535
1998-08-15,1998,South Africa,New Zealand,24,23,1,Win,1998 Tri Nations Series,1718.4541033919338,1734.170414285487,15.7163108935531
1998-08-22,1998,South Africa,Australia,29,15,14,Win,1998 Tri Nations Series,1734.170414285487,1746.9204839455574,12.750069660070494
1998-08-22,1998,Australia,South Africa,15,29,-14,Loss,1998 Tri Nations Series,1681.6604990602887,1669.445325049258,-12.21517401103074
1998-08-29,1998,Australia,New Zealand,19,14,5,Win,1998 Bledisloe Cup III,1669.445325049258,1687.244858294894,17.799533245635985
1998-08-29,1998,New Zealand,Australia,14,19,-5,Loss,1998 Bledisloe Cup III,1735.0581923237585,1718.0068582827546,-17.051334041003884
1998-11-07,1998,Argentina,Italy,19,23,-4,Loss,1998 Argentina rugby union tour of Japan and Europe,1359.937467642031,1345.0169436014232,-14.920524040607688
1998-11-07,1998,Italy,Argentina,23,19,4,Win,1998 Argentina rugby union tour of Japan and Europe,1361.7783366341694,1376.055250010985,14.276913376815628
1998-11-14,1998,Argentina,France,14,34,-20,Loss,1998 Argentina tour of Japan and Europe,1345.0169436014232,1339.284834345664,-5.732109255759269
1998-11-14,1998,France,Argentina,34,14,20,Win,1998 Argentina tour of Japan and Europe,1595.703972186158,1601.2846375529232,5.580665366765288
1998-11-14,1998,South Africa,Wales,28,20,8,Win,1998 South Africa tour of Great Britain and Ireland,1746.9204839455574,1749.8542084248204,2.9337244792629917
1998-11-14,1998,Wales,South Africa,20,28,-8,Loss,1998 South Africa tour of Great Britain and Ireland,1360.9168144487,1358.0274867404157,-2.889327708284327
1998-11-21,1998,South Africa,Scotland,35,10,25,Win,1998 South Africa rugby union tour of Britain and Ireland,1749.8542084248204,1752.7007982452915,2.846589820471081
1998-11-21,1998,Scotland,South Africa,10,35,-25,Loss,1998 South Africa rugby union tour of Britain and Ireland,1358.0544131640058,1355.2497630608616,-2.8046501031442403
1998-11-21,1998,Wales,Argentina,43,30,13,Win,1998 Autumn International,1358.0274867404157,1372.2190854245014,14.191598684085648
1998-11-21,1998,Australia,France,32,21,11,Win,1998 Australia tour of France and England,1687.244858294894,1698.6075729825204,11.362714687626521
1998-11-21,1998,Argentina,Wales,30,43,-13,Loss,1998 Autumn International,1339.284834345664,1325.7024766828602,-13.582357662803815
1998-11-21,1998,France,Australia,21,32,-11,Loss,1998 Australia tour of France and England,1601.2846375529232,1590.379850848518,-10.904786704405296
1998-11-22,1998,England,Italy,23,15,8,Win,1999 Rugby World Cup European qualification,1552.6810585543442,1560.650946087876,7.969887533531846
1998-11-22,1998,Italy,England,15,23,-8,Loss,1999 Rugby World Cup European qualification,1376.055250010985,1368.3509673304222,-7.704282680562756
1998-11-28,1998,Australia,England,12,11,1,Win,1998 Autumn International,1698.6075729825204,1707.9459716463998,9.338398663879389
1998-11-28,1998,England,Australia,11,12,-1,Loss,1998 Autumn International,1560.650946087876,1551.6547285625152,-8.996217525360862
1998-11-28,1998,Ireland,South Africa,13,27,-14,Loss,1998 South Africa rugby union tour of Britain and Ireland,1258.357740874349,1256.71056963182,-1.6471712425291116
1998-11-28,1998,South Africa,Ireland,27,13,14,Win,1998 South Africa rugby union tour of Britain and Ireland,1752.7007982452915,1754.333270883778,1.6324726384864334
1998-12-05,1998,England,South Africa,13,7,6,Win,1998 South Africa rugby union tour of Britain and Ireland,1551.6547285625152,1574.531231117955,22.876502555439856
1998-12-05,1998,South Africa,England,7,13,-6,Loss,1998 South Africa rugby union tour of Britain and Ireland,1754.333270883778,1732.1966100947868,-22.136660788991094
1999-02-06,1999,Wales,Scotland,20,33,-13,Loss,1999 Five Nations Championship,1372.2190854245014,1356.487042890724,-15.732042533777303
1999-02-06,1999,Scotland,Wales,33,20,13,Win,1999 Five Nations Championship,1355.2497630608616,1370.3031804992756,15.053417438414044
1999-02-06,1999,France,Ireland,10,9,1,Win,1999 Five Nations Championship,1590.379850848518,1594.213173506411,3.833322657893177
1999-02-06,1999,Ireland,France,9,10,-1,Loss,1999 Five Nations Championship,1256.71056963182,1252.9504221443356,-3.760147487484346
1999-02-20,1999,England,Scotland,24,21,3,Win,1999 Five Nations Championship,1574.531231117955,1581.6063901361708,7.0751590182158
1999-02-20,1999,Ireland,Wales,29,23,6,Win,1999 Five Nations Championship,1252.9504221443356,1272.2926735417464,19.34225139741079
1999-02-20,1999,Scotland,England,21,24,-3,Loss,1999 Five Nations Championship,1370.3031804992756,1363.4458457645596,-6.857334734716005
1999-02-20,1999,Wales,Ireland,23,29,-6,Loss,1999 Five Nations Championship,1356.487042890724,1337.9216006973606,-18.565442193363424
1999-03-06,1999,England,Ireland,27,15,12,Win,1999 Five Nations Championship,1581.6063901361708,1585.9334364690494,4.327046332878581
1999-03-06,1999,France,Wales,33,34,-1,Loss,1999 Five Nations Championship,1594.213173506411,1569.7971753338834,-24.41599817252768
1999-03-06,1999,Ireland,England,15,27,-12,Loss,1999 Five Nations Championship,1272.2926735417464,1268.0570468550436,-4.235626686702744
1999-03-06,1999,Italy,Scotland,12,30,-18,Loss,,1368.3509673304222,1353.1392102781847,-15.211757052237544
1999-03-06,1999,Scotland,Italy,30,12,18,Win,,1363.4458457645596,1378.0010030218205,14.555157257260817
1999-03-06,1999,Wales,France,34,33,1,Win,1999 Five Nations Championship,1337.9216006973606,1361.6705221672091,23.748921469848483
1999-03-20,1999,Scotland,Ireland,30,13,17,Win,1999 Five Nations Championship,1378.0010030218205,1388.406680514472,10.405677492651648
1999-03-20,1999,Wales,Italy,60,21,39,Win,,1361.6705221672091,1376.3022698349996,14.631747667790478
1999-03-20,1999,Ireland,Scotland,13,30,-17,Loss,1999 Five Nations Championship,1268.0570468550436,1258.0546533816519,-10.002393473391749
1999-03-20,1999,France,England,10,21,-11,Loss,1999 Five Nations Championship,1569.7971753338834,1555.4933332541343,-14.303842079749074
1999-03-20,1999,Italy,Wales,21,60,-39,Loss,,1353.1392102781847,1339.1377609625638,-14.001449315620903
1999-03-20,1999,England,France,21,10,11,Win,1999 Five Nations Championship,1585.9334364690494,1599.6225839575432,13.689147488493745
1999-04-10,1999,France,Scotland,22,36,-14,Loss,1999 Five Nations Championship,1555.4933332541343,1533.7887031606283,-21.70463009350601
1999-04-10,1999,Ireland,Italy,39,30,9,Win,,1258.0546533816519,1276.4930939032874,18.438440521635584
1999-04-10,1999,Italy,Ireland,30,39,-9,Loss,,1339.1377609625638,1321.4621059863196,-17.675654976244232
1999-04-10,1999,Scotland,France,36,22,14,Win,1999 Five Nations Championship,1388.406680514472,1409.3409507471576,20.93427023268555
1999-04-11,1999,England,Wales,32,31,1,Win,1999 Five Nations Championship,1599.6225839575432,1606.12086913889,6.498285181346773
1999-04-11,1999,Wales,England,31,32,-1,Loss,1999 Five Nations Championship,1376.3022698349996,1369.99239370896,-6.309876126039626
1999-06-05,1999,Argentina,Wales,26,36,-10,Loss,1999 Wales tour of Argentina,1325.7024766828602,1312.604335333417,-13.09814134944304
1999-06-05,1999,Wales,Argentina,36,26,10,Win,1999 Wales tour of Argentina,1369.99239370896,1382.537041466118,12.544647757157918
1999-06-12,1999,Wales,Argentina,23,16,7,Win,1999 Wales tour of Argentina,1382.537041466118,1394.557928167422,12.020886701304107
1999-06-12,1999,South Africa,Italy,74,3,71,Win,1999 Italy rugby union tour of South Africa,1732.1966100947868,1734.77450132384,2.5778912290531935
1999-06-12,1999,Italy,South Africa,3,74,-71,Loss,1999 Italy rugby union tour of South Africa,1321.4621059863196,1318.9189680647955,-2.5431379215240213
1999-06-12,1999,Australia,Ireland,46,10,36,Win,1999 Ireland tour of Australia,1707.9459716463998,1710.256358446801,2.3103868004011474
1999-06-12,1999,Argentina,Wales,16,23,-7,Loss,1999 Wales tour of Argentina,1312.604335333417,1301.078362430948,-11.52597290246922
1999-06-12,1999,Ireland,Australia,10,46,-36,Loss,1999 Ireland tour of Australia,1276.4930939032874,1274.2109089817184,-2.282184921569069
1999-06-19,1999,Australia,Ireland,32,26,6,Win,1999 Ireland tour of Australia,1710.256358446801,1712.5109962042015,2.2546377574005874
1999-06-19,1999,Ireland,Australia,26,32,-6,Loss,1999 Ireland tour of Australia,1274.2109089817184,1271.9831855948532,-2.2277233868651365
1999-06-19,1999,Italy,South Africa,0,101,-101,Loss,1999 Italy rugby union tour of South Africa,1318.9189680647955,1316.40969782694,-2.509270237855617
1999-06-19,1999,South Africa,Italy,101,0,101,Win,1999 Italy rugby union tour of South Africa,1734.77450132384,1737.2507571156548,2.476255791814765
1999-06-26,1999,South Africa,Wales,19,29,-10,Loss,,1737.2507571156548,1710.9137372175715,-26.337019898083327
1999-06-26,1999,Wales,South Africa,29,19,10,Win,,1394.557928167422,1420.3788357060225,25.820907538600522
1999-06-26,1999,France,New Zealand,7,54,-47,Loss,1999 French tour,1533.7887031606283,1526.0719701290204,-7.716733031607873
1999-06-26,1999,England,Australia,15,22,-7,Loss,1999 England tour of Australia,1606.12086913889,1595.5757221740103,-10.545146964879677
1999-06-26,1999,Australia,England,22,15,7,Win,1999 England tour of Australia,1712.5109962042015,1722.644862484329,10.13386628012745
1999-06-26,1999,New Zealand,France,54,7,47,Win,1999 French tour,1718.0068582827546,1725.4717360095854,7.464877726830764
1999-07-10,1999,New Zealand,South Africa,28,0,28,Win,1999 Tri Nations Series,1725.4717360095854,1739.8435842543843,14.371848244798912
1999-07-10,1999,South Africa,New Zealand,0,28,-28,Loss,1999 Tri Nations Series,1710.9137372175715,1697.159860505327,-13.753876712244391
1999-07-17,1999,Australia,South Africa,32,6,26,Win,1999 Tri Nations Series,1722.644862484329,1736.5465556019797,13.901693117650666
1999-07-17,1999,South Africa,Australia,6,32,-26,Loss,1999 Tri Nations Series,1697.159860505327,1683.8530736435587,-13.306786861768387
1999-07-24,1999,Australia,New Zealand,15,34,-19,Loss,1999 Tri Nations Series,1736.5465556019797,1721.6888954985482,-14.857660103431499
1999-07-24,1999,New Zealand,Australia,34,15,19,Win,1999 Tri Nations Series,1739.8435842543843,1754.0604959246564,14.216911670272111
1999-08-07,1999,South Africa,New Zealand,18,34,-16,Loss,1999 Tri Nations Series,1683.8530736435587,1671.843577765652,-12.009495877906602
1999-08-07,1999,New Zealand,South Africa,34,18,16,Win,1999 Tri Nations Series,1754.0604959246564,1765.5757118577474,11.515215933090985
1999-08-14,1999,Australia,South Africa,9,10,-1,Loss,1999 Tri Nations Series,1721.6888954985482,1704.5515441414004,-17.137351357147736
1999-08-14,1999,South Africa,Australia,10,9,1,Win,1999 Tri Nations Series,1671.843577765652,1688.2515372738117,16.407959508159593
1999-08-21,1999,Argentina,Scotland,31,22,9,Win,1999 Rugby World Cup warm-up match,1301.078362430948,1320.6068072112948,19.528444780346945
1999-08-21,1999,Scotland,Argentina,22,31,-9,Loss,1999 Rugby World Cup warm-up match,1409.3409507471576,1390.5911675453567,-18.749783201800938
1999-08-28,1999,Ireland,Argentina,32,24,8,Win,1999 Rugby World Cup warm-up,1271.9831855948532,1289.0688373015646,17.08565170671136
1999-08-28,1999,France,Wales,23,34,-11,Loss,1999 Rugby World Cup warm-up match,1526.0719701290204,1506.6445708310657,-19.427399297954707
1999-08-28,1999,New Zealand,Australia,7,28,-21,Loss,1999 Tri Nations Series,1765.5757118577474,1747.967849278336,-17.607862579411403
1999-08-28,1999,Argentina,Ireland,24,32,-8,Loss,1999 Rugby World Cup warm-up,1320.6068072112948,1304.2489311122442,-16.3578760990506
1999-08-28,1999,Australia,New Zealand,28,7,21,Win,1999 Tri Nations Series,1704.5515441414004,1721.4162805086876,16.86473636728715
1999-08-28,1999,Wales,France,34,23,11,Win,1999 Rugby World Cup warm-up match,1420.3788357060225,1439.0285329151268,18.64969720910426
1999-10-01,1999,Argentina,Wales,18,23,-5,Loss,1999 Rugby World Cup Pool match,1304.2489311122442,1294.7925055912892,-9.456425520955008
1999-10-01,1999,Wales,Argentina,23,18,5,Win,1999 Rugby World Cup Pool match,1439.0285329151268,1448.1360498944518,9.107516979325055
1999-10-02,1999,Italy,England,7,67,-60,Loss,1999 Rugby World Cup Pool Stage,1316.40969782694,1311.399568392193,-5.0101294347468865
1999-10-02,1999,England,Italy,67,7,60,Win,1999 Rugby World Cup Pool Stage,1595.5757221740103,1600.4666408237645,4.890918649754212
1999-10-03,1999,South Africa,Scotland,46,29,17,Win,1999 Rugby World Cup,1688.2515372738117,1692.8329595394262,4.581422265614492
1999-10-03,1999,Scotland,South Africa,29,46,-17,Loss,1999 Rugby World Cup,1390.5911675453567,1386.1111835505765,-4.479983994780241
1999-10-09,1999,England,New Zealand,16,30,-14,Loss,1999 Rugby World Cup Pool Stage,1600.4666408237645,1591.477897096182,-8.98874372758246
1999-10-09,1999,New Zealand,England,30,16,14,Win,1999 Rugby World Cup Pool Stage,1747.967849278336,1756.634256903135,8.666407624799149
1999-10-10,1999,Australia,Ireland,23,3,20,Win,1999 Rugby World Cup Pool match,1721.4162805086876,1723.715710041922,2.299429533234388
1999-10-10,1999,Ireland,Australia,3,23,-20,Loss,1999 Rugby World Cup Pool match,1289.0688373015646,1286.7973544457095,-2.2714828558550835
1999-10-14,1999,Italy,New Zealand,3,101,-98,Loss,1999 Rugby World Cup,1311.399568392193,1309.2527831255245,-2.1467852666685303
1999-10-14,1999,New Zealand,Italy,101,3,98,Win,1999 Rugby World Cup,1756.634256903135,1758.7565409263393,2.1222840232042017
1999-10-20,1999,Argentina,Ireland,28,24,4,Win,1999 Rugby World Cup,1294.7925055912892,1309.4473880857443,14.654882494455023
1999-10-20,1999,Ireland,Argentina,24,28,-4,Loss,1999 Rugby World Cup,1286.7973544457095,1272.7738520244138,-14.023502421295689
1999-10-23,1999,Australia,Wales,24,9,15,Win,1999 Rugby World Cup Quarter-finals,1723.715710041922,1728.8125920115779,5.096881969655897
1999-10-23,1999,Wales,Australia,9,24,-15,Loss,1999 Rugby World Cup Quarter-finals,1448.1360498944518,1443.1621043145753,-4.973945579876499
1999-10-24,1999,South Africa,England,44,21,23,Win,1999 Rugby World Cup Quarter-final,1692.8329595394262,1703.5771567827235,10.744197243297322
1999-10-24,1999,Scotland,New Zealand,18,30,-12,Loss,1999 Rugby World Cup Quarter Final,1386.1111835505765,1382.9675373929012,-3.143646157675221
1999-10-24,1999,New Zealand,Scotland,30,18,12,Win,1999 Rugby World Cup Quarter Final,1758.7565409263393,1761.8496230076732,3.0930820813339324
1999-10-24,1999,England,South Africa,21,44,-23,Loss,1999 Rugby World Cup Quarter-final,1591.477897096182,1581.1563811170192,-10.321515979162768
1999-10-24,1999,Argentina,France,26,47,-21,Loss,1999 Rugby World Cup,1309.4473880857443,1302.1510753689558,-7.296312716788407
1999-10-24,1999,France,Argentina,47,26,21,Win,1999 Rugby World Cup,1506.6445708310657,1513.7114718294183,7.066900998352594
1999-10-30,1999,Australia,South Africa,27,21,6,Win,1999 Rugby World Cup Semi-final,1728.8125920115779,1742.725002588289,13.912410576711181
1999-10-30,1999,South Africa,Australia,21,27,-6,Loss,1999 Rugby World Cup Semi-final,1703.5771567827235,1690.2601885755034,-13.316968207220043
1999-10-31,1999,France,New Zealand,43,31,12,Win,1999 Rugby World Cup,1513.7114718294183,1537.9110194083767,24.199547578958345
1999-10-31,1999,New Zealand,France,31,43,-12,Loss,1999 Rugby World Cup,1761.8496230076732,1738.3298078655725,-23.519815142100697
1999-11-04,1999,New Zealand,South Africa,18,22,-4,Loss,1999 Rugby World Cup,1738.3298078655725,1721.2676171310927,-17.062190734479827
1999-11-04,1999,South Africa,New Zealand,22,18,4,Win,1999 Rugby World Cup,1690.2601885755034,1706.5953439441378,16.335155368634332
1999-11-06,1999,Australia,France,35,12,23,Win,1999 Rugby World Cup Final,1742.725002588289,1749.781942065911,7.0569394776218815
1999-11-06,1999,France,Australia,12,35,-23,Loss,1999 Rugby World Cup Final,1537.9110194083767,1531.070956830817,-6.840062577559593
2000-02-05,2000,Scotland,Italy,20,34,-14,Loss,2000 Six Nations Championship,1382.9675373929012,1364.8319252136662,-18.135612179235068
2000-02-05,2000,Wales,France,3,36,-33,Loss,2000 Six Nations Championship,1443.1621043145753,1431.8784637142194,-11.283640600355966
2000-02-05,2000,Italy,Scotland,34,20,14,Win,2000 Six Nations Championship,1309.2527831255245,1326.6320666047227,17.379283479198193
2000-02-05,2000,England,Ireland,50,18,32,Win,2000 Six Nations Championship,1581.1563811170192,1585.5033143422304,4.34693322521116
2000-02-05,2000,France,Wales,36,3,33,Win,2000 Six Nations Championship,1531.070956830817,1541.901154796239,10.83019796542203
