date,year,team,opponent,team_score,opponent_score,margin,result,tournament,elo_pre,elo_post,elo_delta
2010-02-27,2010,Scotland,Italy,12,16,-4,Loss,2010 Six Nations Championship,1263.9308803284055,1244.4594147331616,-19.4714655952439
2010-03-13,2010,Wales,Ireland,12,27,-15,Loss,2010 Six Nations Championship,1419.9579950058853,1409.7764800829614,-10.181514922923952
2010-03-13,2010,Scotland,England,15,15,0,Draw,2010 Six Nations Championship,1244.4594147331616,1253.3024449150826,8.843030181920994
2010-03-13,2010,England,Scotland,15,15,0,Draw,2010 Six Nations Championship,1479.6571842867988,1471.0669877184248,-8.59019656837404
2010-03-13,2010,Ireland,Wales,27,12,15,Win,2010 Six Nations Championship,1535.6612157479944,1545.4523058691912,9.791090121196703
2010-03-14,2010,France,Italy,46,20,26,Win,2010 Six Nations Championship,1593.9858394645642,1596.2306327154108,2.2447932508466693
2010-03-14,2010,Italy,France,20,46,-26,Loss,2010 Six Nations Championship,1157.1185919427155,1154.9004885373263,-2.218103405389229
2010-03-20,2010,England,France,10,12,-2,Loss,2010 Six Nations Championship,1471.0669877184248,1461.2485001089444,-9.818487609480371
2010-03-20,2010,France,England,12,10,2,Win,2010 Six Nations Championship,1596.2306327154108,1605.6795101833018,9.448877467890952
2010-03-20,2010,Ireland,Scotland,20,23,-3,Loss,2010 Six Nations Championship,1545.4523058691912,1520.1582230869774,-25.294082782213763
2010-03-20,2010,Italy,Wales,10,33,-23,Loss,2010 Six Nations,1154.9004885373263,1149.2793589234745,-5.6211296138517355
2010-03-20,2010,Scotland,Ireland,23,20,3,Win,2010 Six Nations Championship,1253.3024449150826,1277.989555091044,24.68711017596138
2010-03-20,2010,Wales,Italy,33,10,23,Win,2010 Six Nations,1409.7764800829614,1415.2512955023096,5.4748154193482605
2010-06-05,2010,Wales,South Africa,31,34,-3,Loss,2010 mid-year test,1415.2512955023096,1410.5284592762134,-4.722836226096206
2010-06-05,2010,South Africa,Wales,34,31,3,Win,2010 mid-year test,1706.6614781025753,1711.2771337755612,4.615655672985895
2010-06-12,2010,Argentina,Scotland,16,24,-8,Loss,2010 Scotland tour of Argentina,1414.628417536166,1394.015673414112,-20.612744122053982
2010-06-12,2010,Australia,England,27,17,10,Win,2010 England tour of Australia and New Zealand,1621.8521236916865,1630.3733264511466,8.521202759460039
2010-06-12,2010,England,Australia,17,27,-10,Loss,2010 England tour of Australia and New Zealand,1461.2485001089444,1453.023360016013,-8.225140092931497
2010-06-12,2010,France,South Africa,17,42,-25,Loss,2010 mid-year test,1605.6795101833018,1595.103144881661,-10.576365301640863
2010-06-12,2010,Ireland,New Zealand,28,66,-38,Loss,2010 Ireland rugby union tour of New Zealand and Australia,1520.1582230869774,1515.8311342992379,-4.3270887877395126
2010-06-12,2010,New Zealand,Ireland,66,28,38,Win,2010 Ireland rugby union tour of New Zealand and Australia,1829.4699479818446,1833.705615485428,4.2356675035835
2010-06-12,2010,Scotland,Argentina,24,16,8,Win,2010 Scotland tour of Argentina,1277.989555091044,1297.8205385079261,19.83098341688219
2010-06-12,2010,South Africa,France,42,17,25,Win,2010 mid-year test,1711.2771337755612,1721.440429254623,10.163295479061844
2010-06-19,2010,Scotland,Argentina,13,9,4,Win,2010 Scotland tour of Argentina,1297.8205385079261,1316.8706502034656,19.0501116955395
2010-06-19,2010,Wales,New Zealand,9,42,-33,Loss,2010 Wales tour of New Zealand,1410.5284592762134,1408.1144154445526,-2.4140438316608197
2010-06-19,2010,South Africa,Italy,29,13,16,Win,2010 mid-year test,1721.440429254623,1722.5141465542522,1.073717299629152
2010-06-19,2010,New Zealand,Wales,42,9,33,Win,2010 Wales tour of New Zealand,1833.705615485428,1836.0889916125898,2.3833761271616822
2010-06-19,2010,England,Australia,21,20,1,Win,2010 England tour of Australia and New Zealand,1453.023360016013,1475.0778456489065,22.054485632893602
2010-06-19,2010,Italy,South Africa,13,29,-16,Loss,2010 mid-year test,1149.2793589234745,1148.2120222206383,-1.0673367028362009
2010-06-19,2010,Australia,England,20,21,-1,Loss,2010 England tour of Australia and New Zealand,1630.3733264511466,1609.0821708616472,-21.29115558949934
2010-06-19,2010,Argentina,Scotland,9,13,-4,Loss,2010 Scotland tour of Argentina,1394.015673414112,1375.7387324329595,-18.276940981152393
2010-06-26,2010,Argentina,France,41,13,28,Win,2010 Summer International,1375.7387324329595,1399.1237740526026,23.38504161964306
2010-06-26,2010,Australia,Ireland,22,15,7,Win,2010 Summer International,1609.0821708616472,1620.1501669040229,11.067996042375626
2010-06-26,2010,France,Argentina,13,41,-28,Loss,2010 Summer International,1595.103144881661,1572.4382364750652,-22.664908406595714
2010-06-26,2010,Ireland,Australia,15,22,-7,Loss,2010 Summer International,1515.8311342992379,1505.2043141784163,-10.626820120821549
2010-06-26,2010,Italy,South Africa,11,55,-44,Loss,2010 mid-year test,1148.2120222206383,1147.1509919961484,-1.0610302244899685
2010-06-26,2010,New Zealand,Wales,29,10,19,Win,2010 Wales tour of New Zealand,1836.0889916125898,1838.4424392515675,2.353447638977741
2010-06-26,2010,South Africa,Italy,55,11,44,Win,2010 mid-year test,1722.5141465542522,1723.5689431498108,1.0547965955586278
2010-06-26,2010,Wales,New Zealand,10,29,-19,Loss,2010 Wales tour of New Zealand,1408.1144154445526,1405.7901827258117,-2.324232718740859
2010-07-10,2010,South Africa,New Zealand,12,32,-20,Loss,2010 Tri Nations Series,1723.5689431498108,1713.3552780211883,-10.213665128622551
2010-07-10,2010,New Zealand,South Africa,32,12,20,Win,2010 Tri Nations Series,1838.4424392515675,1848.2638351331336,9.821395881566104
2010-07-17,2010,New Zealand,South Africa,31,17,14,Win,2010 Tri Nations Series,1848.2638351331336,1857.7154542852206,9.451619152087005
2010-07-17,2010,South Africa,New Zealand,17,31,-14,Loss,2010 Tri Nations Series,1713.3552780211883,1704.2522932153965,-9.10298480579172
2010-07-24,2010,Australia,South Africa,30,13,17,Win,2010 Tri Nations Series,1620.1501669040229,1638.7118514146568,18.561684510633995
2010-07-24,2010,South Africa,Australia,13,30,-17,Loss,2010 Tri Nations Series,1704.2522932153965,1686.4557780288455,-17.796515186551005
2010-07-31,2010,Australia,New Zealand,28,49,-21,Loss,2010 Tri Nations Series,1638.7118514146568,1632.0861771060333,-6.625674308623502
2010-07-31,2010,New Zealand,Australia,49,28,21,Win,2010 Tri Nations Series,1857.7154542852206,1864.14633159664,6.430877311419408
2010-08-07,2010,Australia,New Zealand,10,20,-10,Loss,2010 Tri Nations Series,1632.0861771060333,1625.8403549103757,-6.245822195657638
2010-08-07,2010,New Zealand,Australia,20,10,10,Win,2010 Tri Nations Series,1864.14633159664,1870.2162096952416,6.069878098601521
2010-08-21,2010,New Zealand,South Africa,29,22,7,Win,2010 Tri Nations Series,1870.2162096952416,1877.9480549235425,7.7318452283009265
2010-08-21,2010,South Africa,New Zealand,22,29,-7,Loss,2010 Tri Nations Series,1686.4557780288455,1678.9766042111928,-7.479173817652736
2010-08-28,2010,South Africa,Australia,44,31,13,Win,2010 Tri Nations Series,1678.9766042111928,1691.7002484148284,12.723644203635558
2010-08-28,2010,Australia,South Africa,31,44,-13,Loss,2010 Tri Nations Series,1625.8403549103757,1613.6501802767812,-12.190174633594552
2010-09-04,2010,Australia,South Africa,41,39,2,Win,2010 Tri Nations Series,1613.6501802767812,1631.9643091003861,18.31412882360496
2010-09-04,2010,South Africa,Australia,39,41,-2,Loss,2010 Tri Nations Series,1691.7002484148284,1674.1463565579852,-17.553891856843165
2010-09-11,2010,Australia,New Zealand,22,23,-1,Loss,2010 Tri Nations Series,1631.9643091003861,1626.1056087932634,-5.858700307122717
2010-09-11,2010,New Zealand,Australia,23,22,1,Win,2010 Tri Nations Series,1877.9480549235425,1883.6493871390626,5.701332215520097
2010-10-30,2010,Australia,New Zealand,26,24,2,Win,2010 Autumn International,1626.1056087932634,1650.554291836227,24.448683042963694
2010-10-30,2010,New Zealand,Australia,24,26,-2,Loss,2010 Autumn International,1883.6493871390626,1859.8657973762392,-23.78358976282334
2010-11-06,2010,Wales,Australia,16,25,-9,Loss,2010 Autumn International,1405.7901827258117,1399.8983116788606,-5.89187104695111
2010-11-06,2010,South Africa,Ireland,23,21,2,Win,2010 end-of-year test,1674.1463565579852,1682.377779756692,8.231423198706807
2010-11-06,2010,New Zealand,England,26,16,10,Win,2010 Autumn International,1859.8657973762392,1862.8180972227417,2.9522998465024557
2010-11-06,2010,England,New Zealand,16,26,-10,Loss,2010 Autumn International,1475.0778456489065,1472.170474245121,-2.907371403785419
2010-11-06,2010,Australia,Wales,25,16,9,Win,2010 Autumn International,1650.554291836227,1656.2872298820198,5.732938045792707
2010-11-06,2010,Ireland,South Africa,21,23,-2,Loss,2010 end-of-year test,1505.2043141784163,1497.2528636738834,-7.951450504532886
2010-11-13,2010,Wales,South Africa,25,29,-4,Loss,2010 end-of-year test,1399.8983116788606,1394.967280012108,-4.931031666752688
2010-11-13,2010,Argentina,Italy,22,16,6,Win,2010 end of year tests,1399.1237740526026,1404.8216424395378,5.69786838693517
2010-11-13,2010,Australia,England,18,35,-17,Loss,2010 Autumn International,1656.2872298820198,1634.0073090533174,-22.279920828702416
2010-11-13,2010,England,Australia,35,18,17,Win,2010 Autumn International,1472.170474245121,1493.6925144689567,21.522040223835575
2010-11-13,2010,Italy,Argentina,16,22,-6,Loss,2010 end of year tests,1147.1509919961484,1141.60297837056,-5.548013625588283
2010-11-13,2010,New Zealand,Scotland,49,3,46,Win,2010 end of year rugby tests,1862.8180972227417,1864.0594626471986,1.2413654244569443
2010-11-13,2010,Scotland,New Zealand,3,49,-46,Loss,2010 end of year rugby tests,1316.8706502034656,1315.6377605495122,-1.232889653953407
2010-11-13,2010,South Africa,Wales,29,25,4,Win,2010 end-of-year test,1682.377779756692,1687.1929604585475,4.815180701855525
2010-11-20,2010,Scotland,South Africa,21,17,4,Win,2010 Autumn International,1315.6377605495122,1342.4764099842084,26.838649434696208
2010-11-20,2010,New Zealand,Ireland,38,18,20,Win,2010 Autumn International,1864.0594626471986,1867.2989609300366,3.2394982828379852
2010-11-20,2010,South Africa,Scotland,17,21,-4,Loss,2010 Autumn International,1687.1929604585475,1660.8186435710595,-26.37431688748802
2010-11-20,2010,Italy,Australia,14,32,-18,Loss,2010 Autumn International,1141.60297837056,1139.9383471250328,-1.6646312455272891
2010-11-20,2010,Ireland,New Zealand,18,38,-20,Loss,2010 Autumn International,1497.2528636738834,1494.066859802406,-3.1860038714773964
2010-11-20,2010,France,Argentina,15,9,6,Win,2010 Autumn International,1572.4382364750652,1580.7153104710442,8.27707399597898
2010-11-20,2010,Australia,Italy,32,14,18,Win,2010 Autumn International,1634.0073090533174,1635.6569382649325,1.6496292116150926
2010-11-20,2010,Argentina,France,9,15,-6,Loss,2010 Autumn International,1404.8216424395378,1396.82706461117,-7.99457782836771
2010-11-27,2010,Australia,France,59,16,43,Win,2010 Autumn International,1635.6569382649325,1648.304493776558,12.64755551162557
2010-11-27,2010,England,South Africa,11,21,-10,Loss,2010 Autumn International,1493.6925144689567,1485.3985083215525,-8.294006147404161
2010-11-27,2010,France,Australia,16,59,-43,Loss,2010 Autumn International,1580.7153104710442,1568.5971078256161,-12.118202645428028
2010-11-27,2010,New Zealand,Wales,37,25,12,Win,2010 Autumn International,1867.2989609300366,1869.1548753270847,1.8559143970480818
2010-11-27,2010,South Africa,England,21,11,10,Win,2010 Autumn International,1660.8186435710595,1668.829216463814,8.010572892754453
2010-11-27,2010,Wales,New Zealand,25,37,-12,Loss,2010 Autumn International,1394.967280012108,1393.1298798274083,-1.837400184699618
2010-11-28,2010,Argentina,Ireland,9,29,-20,Loss,2010 Autumn Internationals,1396.82706461117,1385.9189557833454,-10.908108827824663
2010-11-28,2010,Ireland,Argentina,29,9,20,Win,2010 Autumn Internationals,1494.066859802406,1504.5429155194065,10.476055717000463
2011-02-04,2011,Wales,England,19,26,-7,Loss,2011 Six Nations Championship,1393.1298798274083,1382.0223550598193,-11.107524767588984
2011-02-04,2011,England,Wales,26,19,7,Win,2011 Six Nations Championship,1485.3985083215525,1496.0626051449167,10.664096823364162
2011-02-05,2011,France,Scotland,34,21,13,Win,2011 Six Nations Championship,1568.5971078256161,1575.0137044063597,6.416596580743544
2011-02-05,2011,Ireland,Italy,13,11,2,Win,2011 Six Nations Championship,1504.5429155194065,1507.8192256325613,3.27631011315475
2011-02-05,2011,Italy,Ireland,11,13,-2,Loss,2011 Six Nations Championship,1139.9383471250328,1136.7166755359988,-3.221671589034031
2011-02-05,2011,Scotland,France,21,34,-13,Loss,2011 Six Nations Championship,1342.4764099842084,1336.244160343611,-6.232249640597502
2011-02-12,2011,England,Italy,59,13,46,Win,2011 Six Nations Championship,1496.0626051449167,1499.4283124410138,3.365707296097071
2011-02-12,2011,Italy,England,13,59,-46,Loss,2011 Six Nations Championship,1136.7166755359988,1133.408428009241,-3.3082475267576683
2011-02-12,2011,Scotland,Wales,6,24,-18,Loss,2011 Six Nations Championship,1336.244160343611,1323.209205463227,-13.03495488038402
2011-02-12,2011,Wales,Scotland,24,6,18,Win,2011 Six Nations Championship,1382.0223550598193,1394.5071657540973,12.48481069427794
2011-02-13,2011,France,Ireland,25,22,3,Win,2011 Six Nations Championship,1575.0137044063597,1587.148322416893,12.134618010533359
2011-02-13,2011,Ireland,France,22,25,-3,Loss,2011 Six Nations Championship,1507.8192256325613,1496.1858360502265,-11.633389582334758
2011-02-26,2011,Wales,Italy,24,16,8,Win,2011 Six Nations,1394.5071657540973,1399.9664980600048,5.459332305907537
2011-02-26,2011,Italy,Wales,16,24,-8,Loss,2011 Six Nations,1133.408428009241,1128.0880415482834,-5.320386460957707
2011-02-26,2011,England,France,17,9,8,Win,2011 Six Nations Championship,1499.4283124410138,1518.1370182832748,18.708705842260997
2011-02-26,2011,France,England,9,17,-8,Loss,2011 Six Nations Championship,1587.148322416893,1569.2074401618881,-17.940882255004908
2011-02-27,2011,Ireland,Scotland,21,18,3,Win,2011 Six Nations Championship,1496.1858360502265,1504.279268667329,8.093432617102508
2011-02-27,2011,Scotland,Ireland,18,21,-3,Loss,2011 Six Nations Championship,1323.209205463227,1315.3881453248541,-7.821060138372786
2011-03-12,2011,France,Italy,21,22,-1,Loss,2011 Six Nations Championship,1569.2074401618881,1541.401924366139,-27.805515795749216
2011-03-12,2011,Ireland,Wales,13,19,-6,Loss,2011 Six Nations Championship,1504.279268667329,1484.906336162037,-19.372932505292056
2011-03-12,2011,Italy,France,22,21,1,Win,2011 Six Nations Championship,1128.0880415482834,1155.5449235566514,27.456882008367984
2011-03-12,2011,Wales,Ireland,19,13,6,Win,2011 Six Nations Championship,1399.9664980600048,1418.5622907956865,18.595792735681698
2011-03-13,2011,England,Scotland,22,16,6,Win,2011 Six Nations Championship,1518.1370182832748,1525.258316775937,7.121298492662163
2011-03-13,2011,Scotland,England,16,22,-6,Loss,2011 Six Nations Championship,1315.3881453248541,1308.4870753065452,-6.901070018308928
2011-03-19,2011,France,Wales,28,9,19,Win,2011 Six Nations Championship,1541.401924366139,1551.3089784113113,9.907054045172345
2011-03-19,2011,Wales,France,9,28,-19,Loss,2011 Six Nations Championship,1418.5622907956865,1409.0299215854704,-9.532369210216075
2011-03-19,2011,Scotland,Italy,21,8,13,Win,2011 Six Nations Championship,1308.4870753065452,1317.279886153634,8.792810847088731
2011-03-19,2011,England,Ireland,8,24,-16,Loss,2011 Six Nations Championship,1525.258316775937,1508.5239729402874,-16.734343835649497
2011-03-19,2011,Ireland,England,24,8,16,Win,2011 Six Nations Championship,1484.906336162037,1500.9244238372987,16.018087675261768
2011-03-19,2011,Italy,Scotland,8,21,-13,Loss,2011 Six Nations Championship,1155.5449235566514,1147.063396639086,-8.481526917565361
2011-07-23,2011,Australia,South Africa,39,20,19,Win,2011 Tri Nations Series,1648.304493776558,1664.1895879119013,15.885094135343252
2011-07-23,2011,South Africa,Australia,20,39,-19,Loss,2011 Tri Nations Series,1668.829216463814,1653.6289195034235,-15.20029696039046
2011-07-30,2011,New Zealand,South Africa,40,7,33,Win,2011 Tri Nations Series,1869.1548753270847,1875.8844718170028,6.7295964899180944
2011-07-30,2011,South Africa,New Zealand,7,40,-33,Loss,2011 Tri Nations Series,1653.6289195034235,1647.0993779276134,-6.529541575810072
2011-08-06,2011,Scotland,Ireland,10,6,4,Win,2011 Rugby World Cup warm-up tests,1317.279886153634,1339.544211506245,22.264325352610967
2011-08-06,2011,Wales,England,19,23,-4,Loss,2011 Rugby World Cup warm-up,1409.0299215854704,1398.2117339456206,-10.818187639849839
2011-08-06,2011,New Zealand,Australia,30,14,16,Win,2011 Tri Nations Series,1875.8844718170028,1882.7298869338795,6.845415116876666
2011-08-06,2011,England,Wales,23,19,4,Win,2011 Rugby World Cup warm-up,1508.5239729402874,1518.9152466892444,10.391273748957019
2011-08-06,2011,Australia,New Zealand,14,30,-16,Loss,2011 Tri Nations Series,1664.1895879119013,1657.550135396134,-6.639452515767289
2011-08-06,2011,Ireland,Scotland,6,10,-4,Loss,2011 Rugby World Cup warm-up tests,1500.9244238372987,1479.4183797283788,-21.506044108919923
2011-08-13,2011,Australia,South Africa,14,9,5,Win,2011 Tri Nations Series,1657.550135396134,1672.099075956483,14.54894056034891
2011-08-13,2011,England,Wales,9,19,-10,Loss,2011 Rugby World Cup warm-up,1518.9152466892444,1498.90406253835,-20.01118415089445
2011-08-13,2011,France,Ireland,19,12,7,Win,2011 Rugby World Cup warm up,1551.3089784113113,1563.248761969743,11.939783558431827
2011-08-13,2011,Ireland,France,12,19,-7,Loss,2011 Rugby World Cup warm up,1479.4183797283788,1467.9689915130796,-11.449388215299223
2011-08-13,2011,South Africa,Australia,9,14,-5,Loss,2011 Tri Nations Series,1647.0993779276134,1633.1768427660932,-13.922535161520273
2011-08-13,2011,Wales,England,19,9,10,Win,2011 Rugby World Cup warm-up,1398.2117339456206,1417.4412131938477,19.229479248227108
2011-08-20,2011,Italy,Scotland,12,23,-11,Loss,2011 Rugby World Cup Warm up,1147.063396639086,1139.6161268454507,-7.447269793635314
2011-08-20,2011,Wales,Argentina,28,13,15,Win,2011 Rugby World Cup warm-up match,1417.4412131938477,1431.0840099016302,13.642796707782509
2011-08-20,2011,South Africa,New Zealand,18,5,13,Win,2011 Tri Nations Series,1633.1768427660932,1657.414404156169,24.237561390075825
2011-08-20,2011,Scotland,Italy,23,12,11,Win,2011 Rugby World Cup Warm up,1339.544211506245,1346.7540708715794,7.209859365334523
2011-08-20,2011,France,Ireland,26,22,4,Win,2011 Rugby World Cup warm up,1563.248761969743,1574.2353146037747,10.986552634031568
2011-08-20,2011,Ireland,France,22,26,-4,Loss,2011 Rugby World Cup warm up,1467.9689915130796,1457.4189704355072,-10.55002107757241
2011-08-20,2011,Argentina,Wales,13,28,-15,Loss,2011 Rugby World Cup warm-up match,1385.9189557833454,1372.8579778028973,-13.060977980448115
2011-08-20,2011,New Zealand,South Africa,5,18,-13,Loss,2011 Tri Nations Series,1882.7298869338795,1859.1698952232293,-23.559991710650138
2011-08-27,2011,Ireland,England,9,20,-11,Loss,2011 Rugby World Cup Warm-up,1457.4189704355072,1444.2015622622,-13.217408173307149
2011-08-27,2011,Australia,New Zealand,25,20,5,Win,2011 Tri Nations Series,1672.099075956483,1694.4760904376217,22.377014481138758
2011-08-27,2011,England,Ireland,20,9,11,Win,2011 Rugby World Cup Warm-up,1498.90406253835,1511.561689176872,12.65762663852206
2011-08-27,2011,New Zealand,Australia,20,25,-5,Loss,2011 Tri Nations Series,1859.1698952232293,1837.5481871350187,-21.621708088210653
2011-09-10,2011,England,Argentina,13,9,4,Win,2011 Rugby World Cup Pool match,1511.561689176872,1520.872451054203,9.31076187733106
2011-09-10,2011,Argentina,England,9,13,-4,Loss,2011 Rugby World Cup Pool match,1372.8579778028973,1363.8878236556698,-8.970154147227504
2011-09-11,2011,Wales,South Africa,16,17,-1,Loss,2011 Rugby World Cup Pool match,1431.0840099016302,1424.6735000873764,-6.410509814253828
2011-09-11,2011,South Africa,Wales,17,16,1,Win,2011 Rugby World Cup Pool match,1657.414404156169,1663.6408686161742,6.226464460005218
2011-09-11,2011,Australia,Italy,32,6,26,Win,2011 Rugby World Cup Pool match,1694.4760904376217,1695.6578197478295,1.1817293102078565
2011-09-11,2011,Italy,Australia,6,32,-26,Loss,2011 Rugby World Cup Pool match,1139.6161268454507,1138.4420955376715,-1.1740313077791598
2011-09-17,2011,Australia,Ireland,6,15,-9,Loss,2011 Rugby World Cup,1695.6578197478295,1671.3694248366369,-24.288394911192654
2011-09-17,2011,Ireland,Australia,15,6,9,Win,2011 Rugby World Cup,1444.2015622622,1467.815319335385,23.61375707318507
2011-09-24,2011,France,New Zealand,17,37,-20,Loss,2011 Rugby World Cup,1574.2353146037747,1568.8326716828162,-5.402642920958442
2011-09-24,2011,New Zealand,France,37,17,20,Win,2011 Rugby World Cup,1837.5481871350187,1842.814434195932,5.266247060913429
2011-09-25,2011,Argentina,Scotland,13,12,1,Win,2011 Rugby World Cup Pool match,1363.8878236556698,1378.14869916197,14.26087550630018
2011-09-25,2011,Scotland,Argentina,12,13,-1,Loss,2011 Rugby World Cup Pool match,1346.7540708715794,1333.1058089004641,-13.64826197111529
2011-10-01,2011,England,Scotland,16,12,4,Win,2011 Rugby World Cup Pool Match,1520.872451054203,1528.4726839086009,7.6002328543977455
2011-10-01,2011,Scotland,England,12,16,-4,Loss,2011 Rugby World Cup Pool Match,1333.1058089004641,1325.7511609465278,-7.3546479539363645
2011-10-02,2011,Ireland,Italy,36,6,30,Win,2011 Rugby World Cup,1467.815319335385,1471.7320912310363,3.916771895651209
2011-10-02,2011,Italy,Ireland,6,36,-30,Loss,2011 Rugby World Cup,1138.4420955376715,1134.601466914865,-3.840628622806662
2011-10-08,2011,England,France,12,19,-7,Loss,2011 Rugby World Cup quarter-final,1528.4726839086009,1515.2073688187368,-13.265315089864089
2011-10-08,2011,France,England,19,12,7,Win,2011 Rugby World Cup quarter-final,1568.8326716828162,1581.535692428886,12.703020746069797
2011-10-08,2011,Ireland,Wales,10,22,-12,Loss,2011 Rugby World Cup,1471.7320912310363,1454.7127421060814,-17.019349124954942
2011-10-08,2011,Wales,Ireland,22,10,12,Win,2011 Rugby World Cup,1424.6735000873764,1440.9671764766226,16.29367638924623
2011-10-09,2011,Australia,South Africa,11,9,2,Win,2011 Rugby World Cup Quarter-final,1671.3694248366369,1686.0358112672152,14.666386430578314
2011-10-09,2011,New Zealand,Argentina,33,10,23,Win,2011 Rugby World Cup Quarter-finals,1842.814434195932,1844.7486829844117,1.9342487884796356
2011-10-09,2011,Argentina,New Zealand,10,33,-23,Loss,2011 Rugby World Cup Quarter-finals,1378.14869916197,1376.2345011119048,-1.9141980500651243
2011-10-09,2011,South Africa,Australia,9,11,-2,Loss,2011 Rugby World Cup Quarter-final,1663.6408686161742,1649.6063991830367,-14.034469433137474
2011-10-15,2011,France,Wales,9,8,1,Win,2011 rugby World Cup Semi-finals,1581.535692428886,1590.777666713017,9.241974284130947
2011-10-15,2011,Wales,France,8,9,-1,Loss,2011 rugby World Cup Semi-finals,1440.9671764766226,1432.061897046681,-8.90527942994163
2011-10-16,2011,New Zealand,Australia,20,6,14,Win,2011 Rugby World Cup Semi-final,1844.7486829844117,1853.3364433293502,8.587760344938488
2011-10-16,2011,Australia,New Zealand,6,20,-14,Loss,2011 Rugby World Cup Semi-final,1686.0358112672152,1677.7478318774336,-8.28797938978164
2011-10-21,2011,Australia,Wales,21,18,3,Win,2011 Rugby World Cup bronze final,1677.7478318774336,1683.6146187464444,5.866786869010866
2011-10-21,2011,Wales,Australia,18,21,-3,Loss,2011 Rugby World Cup bronze final,1432.061897046681,1426.3528592955217,-5.709037751159258
2011-10-23,2011,France,New Zealand,7,8,-1,Loss,2011 Rugby World Cup Final,1590.777666713017,1585.35576812412,-5.4218985888969655
2011-10-23,2011,New Zealand,France,8,7,1,Win,2011 Rugby World Cup Final,1853.3364433293502,1858.621081775818,5.284638446467852
2011-12-03,2011,Australia,Wales,24,18,6,Win,2011 Autumn International,1683.6146187464444,1689.173283991395,5.558665244950589
2011-12-03,2011,Wales,Australia,18,24,-6,Loss,2011 Autumn International,1426.3528592955217,1420.9376478840072,-5.41521141151452
2012-02-04,2012,Scotland,England,6,13,-7,Loss,2012 Six Nations Championship,1325.7511609465278,1318.2059880532142,-7.54517289331352
2012-02-04,2012,Italy,France,12,30,-18,Loss,2012 Six Nations Championship,1134.601466914865,1132.5171555674867,-2.0843113473781614
2012-02-04,2012,France,Italy,30,12,18,Win,2012 Six Nations Championship,1585.35576812412,1587.4169287140053,2.061160589885276
2012-02-04,2012,England,Scotland,13,6,7,Win,2012 Six Nations Championship,1515.2073688187368,1522.5099070755416,7.302538256804837
2012-02-05,2012,Ireland,Wales,21,23,-2,Loss,2012 Six Nations Championship,1454.7127421060814,1438.2591302017488,-16.453611904332547
2012-02-05,2012,Wales,Ireland,23,21,2,Win,2012 Six Nations Championship,1420.9376478840072,1436.6848574181763,15.747209534169087
2012-02-11,2012,England,Italy,19,15,4,Win,2012 Six Nations Championship,1522.5099070755416,1525.3834111571864,2.8735040816447963
2012-02-11,2012,Italy,England,15,19,-4,Loss,2012 Six Nations Championship,1132.5171555674867,1129.6863436145559,-2.830811952930844
2012-02-12,2012,Scotland,Wales,13,27,-14,Loss,2012 Six Nations Championship,1318.2059880532142,1308.131664411638,-10.074323641576257
2012-02-12,2012,Wales,Scotland,27,13,14,Win,2012 Six Nations Championship,1436.6848574181763,1446.3749052088212,9.69004779064494
2012-02-25,2012,Wales,England,19,12,7,Win,2012 Six Nations Championship,1446.3749052088212,1464.7283691108933,18.353463902072008
2012-02-25,2012,Italy,Ireland,10,42,-32,Loss,2012 Six Nations Championship,1129.6863436145559,1125.3434797816906,-4.342863832865305
2012-02-25,2012,England,Wales,12,19,-7,Loss,2012 Six Nations Championship,1525.3834111571864,1507.7910061617654,-17.59240499542102
2012-02-25,2012,Ireland,Italy,42,10,32,Win,2012 Six Nations Championship,1438.2591302017488,1442.5099633231957,4.250833121446931
2012-02-26,2012,France,Scotland,23,17,6,Win,2012 Six Nations Championship,1587.4169287140053,1592.4241941691,5.007265455094739
2012-02-26,2012,Scotland,France,17,23,-6,Loss,2012 Six Nations Championship,1308.131664411638,1303.2434874686107,-4.888176943027247
2012-03-04,2012,France,Ireland,17,17,0,Draw,2012 Six Nations Championship,1592.4241941691,1586.325734630017,-6.098459539083024
2012-03-04,2012,Ireland,France,17,17,0,Draw,2012 Six Nations Championship,1442.5099633231957,1448.3870950625644,5.877131739368679
2012-03-10,2012,Wales,Italy,24,3,21,Win,2012 Six Nations,1464.7283691108933,1468.4530252511831,3.7246561402898806
2012-03-10,2012,Scotland,Ireland,14,32,-18,Loss,2012 Six Nations Championship,1303.2434874686107,1294.1690731665244,-9.074414302086325
2012-03-10,2012,Ireland,Scotland,32,14,18,Win,2012 Six Nations Championship,1448.3870950625644,1457.134324227691,8.747229165126555
2012-03-10,2012,Italy,Wales,3,24,-21,Loss,2012 Six Nations,1125.3434797816906,1121.6882066313385,-3.655273150352059
2012-03-11,2012,England,France,24,22,2,Win,2012 Six Nations Championship,1507.7910061617654,1526.1250318736966,18.33402571193119
2012-03-11,2012,France,England,22,24,-2,Loss,2012 Six Nations Championship,1586.325734630017,1568.7523634335348,-17.573371196482185
2012-03-17,2012,Scotland,Italy,6,13,-7,Loss,2012 Six Nations Championship,1294.1690731665244,1272.2793830341398,-21.889690132384658
2012-03-17,2012,England,Ireland,30,9,21,Win,2012 Six Nations Championship,1526.1250318736966,1538.185004669627,12.059972795930435
2012-03-17,2012,France,Wales,9,16,-7,Loss,2012 Six Nations Championship,1568.7523634335348,1549.5385069887832,-19.213856444751627
